Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 44,COc1cccc(c1)[C@H](NC[C@H]1C[C@@H]1c1ccccc1)C,C19H23NO,281.39,21,12,0.37,6,2,1,87.11,21.26,3.73,3.8,3.83,3.51,4.25,3.82,-4.01,0.0278,9.87e-05,Moderately soluble,-3.94,0.0322,0.000115,Soluble,-6.3,0.00014099999999999998,5.01e-07,Poorly soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-5.32,0,0,0,0,0,0.55,0,0,1,2.87
Molecule 45,Oc1ccc(cc1)c1nnc2n1CCN(c1c2cccc1)C,C17H16N4O,292.34,22,17,0.18,1,3,1,89.21,54.18,2.16,2.23,2.39,2.3,1.82,2.18,-3.56,0.0799,0.000273,Soluble,-3.0,0.29,0.000993,Soluble,-4.76,0.00503,1.7199999999999998e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.5,0,0,0,0,0,0.55,0,0,0,3.1
Molecule 46,CN1CCn2c(c3c1cccc3)nnn2,C10H11N5,201.23,15,11,0.3,0,3,0,59.54,46.84,1.85,1.06,0.41,1.77,0.31,1.08,-2.3,1.01,0.00503,Soluble,-1.63,4.67,0.0232,Very soluble,-2.46,0.695,0.00345,Soluble,High,No,Yes,Yes,No,No,No,No,-6.77,0,0,0,0,0,0.55,0,0,1,2.76
Molecule 47,O=C1NCN(C21CCN(CC2)C1(C)CCCCCC1)c1ccccc1,C21H31N3O,341.49,25,6,0.67,2,2,1,113.54,35.58,3.22,4.07,2.39,3.21,3.01,3.18,-4.57,0.00926,2.71e-05,Moderately soluble,-4.52,0.0103,3.01e-05,Moderately soluble,-5.23,0.00203,5.94e-06,Moderately soluble,High,Yes,Yes,No,No,Yes,Yes,Yes,-5.49,0,0,0,0,0,0.55,0,0,1,4.18
Molecule 48,O=C1CCN(CC1)S(=O)(=O)c1snc(n1)c1ccccc1,C13H13N3O3S2,323.39,21,11,0.31,3,6,0,82.56,116.85,1.99,1.35,2.26,-0.06,2.12,1.53,-2.89,0.421,0.0013,Soluble,-3.41,0.127,0.000393,Soluble,-3.95,0.036000000000000004,0.000111,Soluble,High,No,No,No,Yes,No,No,Yes,-7.31,0,0,0,0,0,0.55,0,0,0,3.01
Molecule 49,Clc1cc2C=C(C(=O)O)[C@@H](Nc2c(c1)Cl)C(F)(F)F,C11H6Cl2F3NO2,312.07,19,6,0.18,2,5,2,68.26,49.33,2.09,3.92,4.4,2.97,3.23,3.32,-4.35,0.0141,4.51e-05,Moderately soluble,-4.65,0.00691,2.21e-05,Moderately soluble,-4.28,0.0166,5.31e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.42,0,0,0,0,0,0.56,0,0,1,3.27
Molecule 50,Cc1ccc(cc1)n1c(Cl)ncc1c1ccc(cc1)S(=O)(=O)C,C17H15ClN2O2S,346.83,23,17,0.12,3,3,0,92.07,60.34,2.65,3.9,4.99,2.95,3.44,3.59,-4.8,0.00554,1.6e-05,Moderately soluble,-4.87,0.00473,1.36e-05,Moderately soluble,-6.72,6.579999999999999e-05,1.9e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,Yes,-5.65,0,0,0,0,0,0.55,0,0,1,2.72
Molecule 51,Cc1ccc(cc1)c1c(Cl)ncn1c1ccc(cc1)S(=O)(=O)N,C16H14ClN3O2S,347.82,23,17,0.06,3,4,1,89.97,86.36,2.3,3.22,4.23,1.89,2.21,2.77,-4.37,0.0147,4.23e-05,Moderately soluble,-4.71,0.006840000000000001,1.97e-05,Moderately soluble,-5.98,0.000368,1.06e-06,Moderately soluble,High,No,No,Yes,Yes,Yes,No,Yes,-6.14,0,0,0,0,0,0.55,0,0,0,2.65
Molecule 52,NC1=Nc2ccsc2O[C@H]1C,C7H8N2OS,168.22,11,5,0.29,0,2,1,48.75,75.85,1.44,0.96,1.14,0.64,2.5,1.33,-1.82,2.52,0.015,Very soluble,-2.14,1.22,0.007240000000000002,Soluble,-1.78,2.78,0.0165,Soluble,High,No,No,Yes,No,No,No,No,-6.64,0,1,0,0,1,0.55,0,0,1,3.67
Molecule 53,COC(=O)c1cc2c(s1)O[C@H](C(=N2)N)C,C9H10N2O3S,226.25,15,5,0.33,2,4,1,60.03,102.15,1.91,1.15,0.92,0.6,2.31,1.38,-2.08,1.87,0.00828,Soluble,-2.89,0.292,0.00129,Soluble,-1.87,3.03,0.0134,Soluble,High,No,No,No,No,No,No,No,-6.86,0,0,0,0,0,0.55,0,0,1,3.81
Molecule 54,C/C=C(/[C@@H]1Oc2c([C@@]1(C)CO)c(=O)[nH]c(c2)c1ccccc1)\C,C19H21NO3,311.37,23,12,0.32,3,3,2,91.26,62.32,3.15,2.76,3.02,2.43,4.43,3.16,-3.7,0.0625,0.000201,Soluble,-3.72,0.0588,0.000189,Soluble,-5.56,0.00085,2.73e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,Yes,No,-6.24,0,0,0,0,0,0.55,0,1,0,4.04
Molecule 55,CCN(C[C@H](c1cc(C)cc2c1oc(c2C)C)O)CC,C17H25NO2,275.39,20,9,0.53,5,3,1,84.17,36.61,3.25,3.37,3.41,2.24,4.15,3.28,-3.67,0.0584,0.000212,Soluble,-3.82,0.042,0.000152,Soluble,-5.25,0.00156,5.68e-06,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-5.59,0,0,0,0,0,0.55,0,0,0,3.61
Molecule 56,CCCc1oc2c(c1C)cccc2[C@@H](CN(CC)CC)O,C18H27NO2,289.41,21,9,0.56,7,3,1,88.82,36.61,3.75,3.8,3.74,2.48,4.42,3.64,-3.88,0.0378,0.000131,Soluble,-4.26,0.0158,5.45e-05,Moderately soluble,-5.66,0.000629,2.17e-06,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-5.37,0,0,0,0,0,0.55,0,0,1,3.81
Molecule 57,CCN(C(C)C)C[C@H](c1cccc2c1oc(c2C)C)O,C17H25NO2,275.39,20,9,0.53,5,3,1,84.01,36.61,3.47,3.44,3.49,2.24,3.85,3.3,-3.72,0.0528,0.000192,Soluble,-3.89,0.0355,0.000129,Soluble,-4.89,0.00355,1.29e-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-5.54,0,0,0,0,0,0.55,0,0,0,3.6
Molecule 58,CCN(CCc1cccc2c1oc(c2CC)CC)CC,C18H27NO,273.41,20,9,0.56,7,2,0,87.66,16.38,3.98,4.99,4.44,3.36,5.19,4.39,-4.55,0.00771,2.82e-05,Moderately soluble,-5.07,0.00231,8.45e-06,Moderately soluble,-6.6,6.87e-05,2.51e-07,Poorly soluble,High,Yes,No,Yes,No,No,Yes,No,-4.42,0,0,0,0,0,0.55,0,0,1,3.39
Molecule 59,CCN(C[C@H](c1cccc2c1oc(c2C)C(F)F)O)CC,C16H21F2NO2,297.34,21,9,0.5,6,5,1,79.31,36.61,3.03,3.26,4.25,2.51,4.06,3.42,-3.66,0.0653,0.00022,Soluble,-3.7,0.0589,0.000198,Soluble,-5.07,0.00253,8.51e-06,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-5.8,0,0,0,0,0,0.55,0,0,0,3.63
Molecule 60,Clc1cccc(c1)c1nn2c(c1c1ccc(=O)[nH]n1)cccc2,C17H11ClN4O,322.75,23,21,0.0,2,3,1,89.49,63.05,2.58,2.69,3.41,3.24,3.62,3.11,-4.08,0.0269,8.329999999999999e-05,Moderately soluble,-3.67,0.0695,0.000215,Soluble,-6.88,4.3e-05,1.33e-07,Poorly soluble,High,Yes,No,Yes,Yes,No,No,No,-6.36,0,0,0,0,0,0.55,0,0,0,2.7
Molecule 61,Clc1cccc(c1)c1nn2c(c1c1ccc(=O)n(n1)C)cccc2,C18H13ClN4O,336.78,24,21,0.06,2,3,0,94.39,52.19,2.99,2.87,3.42,3.47,3.08,3.16,-4.25,0.0189,5.600000000000001e-05,Moderately soluble,-3.63,0.0798,0.000237,Soluble,-6.43,0.000125,3.720000000000001e-07,Poorly soluble,High,Yes,No,Yes,Yes,Yes,No,No,-6.32,0,0,0,0,0,0.55,0,0,0,2.8
Molecule 62,C[C@@H](C(=O)NS(=O)(=O)C)c1cccc(c1)C(=O)c1ccccc1,C17H17NO4S,331.39,23,12,0.18,6,4,1,87.67,88.69,1.43,2.44,3.18,1.51,2.43,2.2,-3.42,0.125,0.000379,Soluble,-3.95,0.0376,0.000113,Soluble,-5.58,0.0008640000000000001,2.61e-06,Moderately soluble,High,No,Yes,Yes,Yes,No,No,No,-6.59,0,0,0,0,0,0.55,0,0,0,2.99
Molecule 63,O=C1COCC2=NC3=C([C@@H](C12)c1ccc(s1)[N+](=O)[O-])C(=O)COC3,C15H12N2O6S,348.33,24,5,0.4,2,7,0,88.94,139.02,1.66,0.54,0.88,-1.25,1.75,0.72,-2.36,1.51,0.00434,Soluble,-3.03,0.324,0.000931,Soluble,-2.86,0.483,0.00139,Soluble,High,No,No,No,No,No,No,No,-8.04,0,0,0,1,0,0.55,0,2,0,4.51
Molecule 64,Clc1cccc(c1)[n+]1sc(nc1c1ccccc1)N,C14H11ClN3S,288.78,19,17,0.0,2,1,1,80.63,71.03,-1.12,5.06,3.33,3.09,3.72,2.82,-5.35,0.00129,4.48e-06,Moderately soluble,-6.29,0.000147,5.09e-07,Poorly soluble,-5.38,0.00119,4.12e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,No,No,No,-4.47,0,0,0,0,1,0.55,0,1,1,2.82
Molecule 65,Nc1nc([n+](s1)c1cccc2c1cccc2)c1ccccc1,C18H14N3S,304.39,22,21,0.0,2,1,1,93.13,71.03,-0.58,5.69,3.83,3.36,4.08,3.28,-5.89,0.000396,1.3e-06,Moderately soluble,-6.95,3.44e-05,1.13e-07,Poorly soluble,-6.44,0.000111,3.65e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-4.12,0,0,0,0,1,0.55,0,1,1,2.94
Molecule 66,Cc1cccc(c1)[n+]1sc(nc1c1ccccc1)N,C15H14N3S,268.36,19,17,0.07,2,1,1,80.59,71.03,-0.81,4.8,2.99,2.82,3.59,2.68,-5.06,0.00235,8.75e-06,Moderately soluble,-6.02,0.000254,9.47e-07,Poorly soluble,-5.16,0.00184,6.87e-06,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-4.53,0,0,0,0,0,0.55,0,1,1,2.85
Molecule 67,CCc1cccc(c1)[n+]1sc(nc1c1ccccc1)N,C16H16N3S,282.38,20,17,0.12,3,1,1,85.39,71.03,-0.59,5.23,3.24,3.07,3.94,2.98,-5.32,0.00136,4.82e-06,Moderately soluble,-6.47,9.57e-05,3.39e-07,Poorly soluble,-5.56,0.000772,2.74e-06,Moderately soluble,High,Yes,Yes,No,Yes,No,No,Yes,-4.31,0,0,0,0,1,0.55,0,1,1,2.92
Molecule 68,Nc1s[n+](c(n1)c1ccccc1)c1ccc(cc1)C(C)C,C17H18N3S,296.41,21,17,0.18,3,1,1,90.2,71.03,-0.48,5.56,3.8,3.31,4.14,3.27,-5.58,0.0007769999999999999,2.62e-06,Moderately soluble,-6.81,4.57e-05,1.54e-07,Poorly soluble,-5.59,0.0007639999999999999,2.58e-06,Moderately soluble,High,Yes,Yes,No,Yes,No,No,Yes,-4.16,0,0,0,0,1,0.55,0,1,1,2.98
Molecule 69,Nc1nc([n+](s1)Cc1cccc2c1cccc2)c1ccccc1,C19H16N3S,318.42,23,21,0.05,3,1,1,97.54,71.03,-0.97,5.62,3.89,3.33,4.45,3.26,-5.83,0.000468,1.47e-06,Moderately soluble,-6.87,4.25e-05,1.33e-07,Poorly soluble,-6.83,4.66e-05,1.4599999999999998e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-4.25,0,0,0,0,1,0.55,0,1,1,3.13
Molecule 70,Nc1s[n+](c(n1)c1cccs1)c1ccccc1,C12H10N3S2,260.36,17,16,0.0,2,1,1,73.5,99.27,-1.29,4.15,2.74,2.06,3.78,2.29,-4.63,0.00606,2.33e-05,Moderately soluble,-5.94,0.000297,1.14e-06,Moderately soluble,-4.05,0.0234,8.97e-05,Moderately soluble,High,No,Yes,No,No,No,No,No,-4.94,0,0,0,0,0,0.55,0,1,1,3.03
Molecule 71,COc1cccc(c1)c1nc(s[n+]1c1ccccc1)N,C15H14N3OS,284.36,20,17,0.07,3,2,1,82.11,80.26,-0.72,4.41,2.69,1.83,3.1,2.26,-4.81,0.004379999999999999,1.5399999999999998e-05,Moderately soluble,-5.81,0.000437,1.54e-06,Moderately soluble,-4.9,0.0036,1.26e-05,Moderately soluble,High,No,Yes,Yes,Yes,No,Yes,Yes,-4.9,0,0,0,0,0,0.55,0,1,1,2.8
Molecule 72,Nc1s[n+](c(n1)c1ccccc1)c1ccc2c(c1)Cc1c2cccc1,C21H16N3S,342.44,25,23,0.05,2,1,1,104.07,71.03,-0.49,6.06,4.25,4.01,5.01,3.77,-6.33,0.00016,4.68e-07,Poorly soluble,-7.33,1.6e-05,4.66e-08,Poorly soluble,-7.53,1.01e-05,2.96e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-4.09,0,0,0,0,1,0.55,0,1,1,3.22
Molecule 73,Nc1s[n+](c(n1)c1ccccc1)c1ccc(cc1)C1CCCCC1,C20H22N3S,336.47,24,17,0.3,3,1,1,102.51,71.03,-0.02,6.97,4.72,4.01,4.71,4.08,-6.64,7.65e-05,2.27e-07,Poorly soluble,-8.28,1.78e-06,5.3e-09,Poorly soluble,-6.18,0.00022200000000000006,6.590000000000001e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-3.4,0,0,0,0,1,0.55,0,1,1,3.2
Molecule 74,COC(=O)c1cccc(c1)[n+]1sc(nc1c1ccccc1)N,C16H14N3O2S,312.37,22,17,0.06,4,3,1,86.9,97.33,-0.92,4.29,2.46,2.39,3.0,2.24,-4.79,0.0051,1.63e-05,Moderately soluble,-6.05,0.00028,8.98e-07,Poorly soluble,-4.83,0.00457,1.46e-05,Moderately soluble,High,No,Yes,No,Yes,No,No,No,-5.16,0,0,0,0,0,0.55,0,1,1,2.92
Molecule 75,COc1ccc2c(c1)ccc(c2)c1nccnc1c1ccncc1,C20H15N3O,313.35,24,22,0.05,3,4,0,94.7,47.9,2.82,3.26,4.37,1.59,4.45,3.3,-4.32,0.0151,4.820000000000001e-05,Moderately soluble,-3.94,0.036000000000000004,0.000115,Soluble,-8.1,2.49e-06,7.94e-09,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.9,0,0,0,0,0,0.55,0,0,0,2.44
Molecule 76,n1ccc(cc1)c1nccnc1c1ccc2c(c1)cccc2,C19H13N3,283.33,22,22,0.0,2,3,0,88.2,38.67,2.53,3.29,4.36,1.94,4.44,3.31,-4.28,0.015,5.28e-05,Moderately soluble,-3.78,0.0473,0.000167,Soluble,-7.99,2.93e-06,1.04e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,No,Yes,Yes,-5.69,0,0,0,0,0,0.55,0,0,0,2.43
Molecule 77,COc1cc(ccc1c1cnco1)NC(=O)c1ccc(s1)C,C16H14N2O3S,314.36,22,16,0.12,5,4,1,85.49,92.6,3.05,3.22,3.78,1.35,4.2,3.12,-4.03,0.0296,9.42e-05,Moderately soluble,-4.84,0.00457,1.4499999999999997e-05,Moderately soluble,-6.04,0.00028700000000000004,9.12e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-5.93,0,0,0,0,0,0.55,0,0,0,2.81
Molecule 78,COc1cc(ccc1c1cnco1)NC(=O)c1sc(nc1C)C,C16H15N3O3S,329.37,23,16,0.19,5,5,1,88.25,105.49,3.02,2.97,3.49,0.54,4.15,2.83,-3.94,0.038,0.000115,Soluble,-4.85,0.0046700000000000005,1.42e-05,Moderately soluble,-6.05,0.000296,8.990000000000002e-07,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-6.2,0,0,0,0,0,0.55,0,0,0,3.06
Molecule 79,COc1ccccc1C(=O)NCC(c1ccccc1)(CC)CC,C20H25NO2,311.42,23,12,0.35,8,2,1,94.34,38.33,3.36,4.49,4.18,3.84,4.6,4.1,-4.46,0.0109,3.4899999999999995e-05,Moderately soluble,-5.02,0.00301,9.65e-06,Moderately soluble,-7.06,2.69e-05,8.65e-08,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-5.01,0,0,0,0,0,0.55,0,0,2,2.1
Molecule 80,CCC(c1ccccc1)(CNC(=O)c1cccc2c1OCC2)CC,C21H25NO2,323.43,24,12,0.38,7,2,1,97.19,38.33,3.57,4.75,4.11,3.67,5.08,4.24,-4.75,0.00581,1.8e-05,Moderately soluble,-5.29,0.00168,5.19e-06,Moderately soluble,-7.22,1.95e-05,6.03e-08,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-4.9,0,0,0,0,0,0.55,0,0,1,2.72
Molecule 81,NCc1ccn(c1)c1cccc(c1)c1nc2c([nH]1)cccc2C(=O)N,C19H17N5O,331.37,25,20,0.05,4,3,3,96.62,102.72,1.56,1.28,2.43,1.6,2.36,1.85,-3.03,0.31,0.000936,Soluble,-3.04,0.305,0.000919,Soluble,-5.94,0.000382,1.15e-06,Moderately soluble,High,No,Yes,Yes,No,No,Yes,Yes,-7.41,0,0,0,0,0,0.55,0,0,0,2.61
Molecule 82,O=Cc1ccn(c1)c1ccc(cc1)c1nc2c([nH]1)cccc2C(=O)N,C19H14N4O2,330.34,25,20,0.0,4,3,2,94.34,93.77,1.37,1.89,2.93,1.53,2.9,2.13,-3.41,0.129,0.000392,Soluble,-3.48,0.109,0.00033,Soluble,-5.84,0.000475,1.44e-06,Moderately soluble,High,No,Yes,No,No,Yes,Yes,No,-6.97,0,0,0,0,0,0.55,0,1,0,2.45
Molecule 83,CN(S(=O)(=O)C[N+](=O)[O-])c1cc(C)ccc1F,C9H11FN2O4S,262.26,17,6,0.33,4,5,0,62.64,91.58,1.07,1.43,2.64,0.42,-1.05,0.9,-2.36,1.13,0.00432,Soluble,-2.96,0.289,0.0011,Soluble,-2.5,0.8270000000000001,0.00316,Soluble,High,No,No,Yes,No,No,No,No,-6.88,0,0,0,0,0,0.55,0,2,0,2.65
Molecule 84,O=S(=O)(C[N+](=O)[O-])Nc1ccccc1,C7H8N2O4S,216.21,14,6,0.14,4,4,1,52.82,100.37,-0.26,1.34,1.55,0.16,-1.87,0.18,-2.08,1.81,0.00836,Soluble,-3.05,0.193,0.000892,Soluble,-2.17,1.47,0.006809999999999999,Soluble,High,No,No,Yes,No,No,No,No,-6.67,0,0,0,0,0,0.55,0,2,1,2.8
Molecule 85,CN(S(=O)(=O)C[N+](=O)[O-])c1ccccc1,C8H10N2O4S,230.24,15,6,0.25,4,4,0,57.72,91.58,0.58,0.97,1.77,-0.32,-1.99,0.2,-1.91,2.83,0.0123,Very soluble,-2.48,0.7609999999999999,0.0033,Soluble,-1.84,3.34,0.0145,Soluble,High,No,No,Yes,No,No,No,No,-7.02,0,0,0,0,0,0.55,0,2,1,2.75
Molecule 86,CCN(S(=O)(=O)C[N+](=O)[O-])c1ccccc1,C9H12N2O4S,244.27,16,6,0.33,5,4,0,62.52,91.58,0.8,1.33,2.16,-0.01,-1.65,0.53,-2.14,1.77,0.00725,Soluble,-2.85,0.341,0.0014,Soluble,-2.24,1.4,0.00571,Soluble,High,No,No,Yes,No,No,No,No,-6.85,0,0,0,0,0,0.55,0,2,1,2.78
Molecule 87,CN(S(=O)(=O)C[N+](=O)[O-])c1ccc(cc1)Cl,C8H9ClN2O4S,264.69,16,6,0.25,4,4,0,62.73,91.58,0.53,1.6,2.42,0.26,-1.31,0.7,-2.5,0.8320000000000001,0.00314,Soluble,-3.13,0.194,0.000733,Soluble,-2.45,0.939,0.00355,Soluble,High,No,No,Yes,No,No,No,No,-6.78,0,0,0,0,0,0.55,0,2,0,2.71
Molecule 88,COc1cc(OC)ccc1NS(=O)(=O)C[N+](=O)[O-],C9H12N2O6S,276.27,18,6,0.33,6,6,1,65.8,118.83,0.55,1.28,1.57,-1.06,-1.77,0.11,-2.21,1.7,0.00617,Soluble,-3.37,0.117,0.000422,Soluble,-2.41,1.06,0.00385,Soluble,High,No,No,No,No,No,No,No,-7.08,0,0,0,0,0,0.55,0,2,0,3.04
Molecule 89,COc1cc(OC)ccc1N(S(=O)(=O)C[N+](=O)[O-])C,C10H14N2O6S,290.29,19,6,0.4,6,6,0,70.7,110.04,1.72,0.91,1.78,-0.75,-1.86,0.36,-2.05,2.58,0.0089,Soluble,-2.81,0.453,0.00156,Soluble,-2.08,2.41,0.008320000000000001,Soluble,High,No,No,No,No,No,No,No,-7.42,0,0,0,0,0,0.55,0,2,0,3.06
Molecule 90,Cc1cccc(c1NS(=O)(=O)C[N+](=O)[O-])C,C9H12N2O4S,244.27,16,6,0.33,4,4,1,62.75,100.37,0.49,2.07,2.17,-0.01,-0.94,0.76,-2.67,0.52,0.00213,Soluble,-3.81,0.0381,0.000156,Soluble,-2.94,0.28,0.00115,Soluble,High,No,No,Yes,No,No,No,No,-6.32,0,0,0,0,0,0.55,0,2,1,2.67
Molecule 91,Fc1ccc(cc1NS(=O)(=O)C[N+](=O)[O-])C,C8H9FN2O4S,248.23,16,6,0.25,4,5,1,57.74,100.37,0.82,1.8,2.42,0.11,-0.95,0.84,-2.53,0.738,0.00297,Soluble,-3.53,0.0738,0.000297,Soluble,-2.83,0.365,0.00147,Soluble,High,No,No,Yes,No,No,No,No,-6.54,0,0,0,0,0,0.55,0,2,1,2.61
Molecule 92,COc1ccc(c(c1)NS(=O)(=O)C[N+](=O)[O-])C,C9H12N2O5S,260.27,17,6,0.33,5,5,1,64.27,109.6,0.32,1.67,1.87,-0.54,-1.36,0.39,-2.44,0.952,0.00366,Soluble,-3.59,0.0676,0.00026000000000000003,Soluble,-2.68,0.546,0.0021,Soluble,High,No,No,No,No,No,No,No,-6.7,0,0,0,0,0,0.55,0,2,0,2.62
Molecule 93,COc1ccc(c(c1)N(S(=O)(=O)C=[N+](O)[O-])C)C,C10H14N2O5S,274.29,18,6,0.3,4,5,1,68.85,103.97,1.74,0.9,1.78,-0.23,-1.93,0.45,-2.09,2.23,0.00812,Soluble,-2.67,0.588,0.00215,Soluble,-1.51,8.54,0.0311,Soluble,High,No,No,No,No,No,No,No,-7.33,0,0,0,0,0,0.55,0,4,0,2.41
Molecule 94,O=Cc1ccn(c1)c1ccc(cc1F)C1=NO[C@@H](C1)CNC(=O)C,C17H16FN3O3,329.33,24,11,0.24,6,5,1,89.1,72.69,2.4,1.13,2.1,1.07,3.1,1.96,-2.54,0.957,0.0029,Soluble,-2.25,1.85,0.00562,Soluble,-4.67,0.007090000000000002,2.15e-05,Moderately soluble,High,Yes,No,No,Yes,No,No,No,-7.51,0,0,0,0,0,0.55,0,1,0,3.4
Molecule 95,N#Cc1ccn(c1)c1ccc(cc1F)C1=NO[C@@H](C1)CNC(=O)C,C17H15FN4O2,326.33,24,11,0.24,5,5,1,88.43,79.41,2.71,1.38,2.16,1.07,2.92,2.05,-2.74,0.591,0.00181,Soluble,-2.65,0.7290000000000001,0.00223,Soluble,-4.81,0.0051,1.56e-05,Moderately soluble,High,No,No,No,Yes,No,No,No,-7.31,0,0,0,0,0,0.55,0,0,0,3.44
Molecule 96,Fc1ccc(cc1)O[C@@H](c1ccc(cc1)F)C1CCNCC1,C18H19F2NO,303.35,22,12,0.33,4,4,1,85.97,21.26,3.38,3.94,4.22,4.04,4.66,4.05,-4.34,0.0138,4.54e-05,Moderately soluble,-4.09,0.0249,8.2e-05,Moderately soluble,-6.46,0.000106,3.48e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-5.35,0,0,0,0,0,0.55,0,0,1,2.74
Molecule 97,Fc1ccc(cc1)O[C@@H](c1ccccc1)C1CCNCC1,C18H20FNO,285.36,21,12,0.33,4,3,1,86.02,21.26,3.27,3.84,3.66,3.66,4.25,3.74,-4.19,0.0185,6.500000000000001e-05,Moderately soluble,-3.98,0.0297,0.000104,Soluble,-6.19,0.000186,6.5e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,No,-5.31,0,0,0,0,0,0.55,0,0,1,2.66
Molecule 98,Fc1cccc(c1)O[C@@H](c1ccccc1)C1CCNCC1,C18H20FNO,285.36,21,12,0.33,4,3,1,86.02,21.26,3.24,3.84,3.66,3.66,4.25,3.73,-4.19,0.0185,6.500000000000001e-05,Moderately soluble,-3.98,0.0297,0.000104,Soluble,-6.19,0.000186,6.5e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,No,-5.31,0,0,0,0,0,0.55,0,0,1,2.71
Molecule 99,Fc1cccc(c1)O[C@@H](c1cccc(c1)F)C1CCNCC1,C18H19F2NO,303.35,22,12,0.33,4,4,1,85.97,21.26,3.37,3.94,4.22,4.04,4.66,4.05,-4.34,0.0138,4.54e-05,Moderately soluble,-4.09,0.0249,8.2e-05,Moderately soluble,-6.46,0.000106,3.48e-07,Poorly soluble,High,Yes,Yes,No,No,No,Yes,Yes,-5.35,0,0,0,0,0,0.55,0,0,1,2.91
Molecule 100,COc1cc([nH]c1CC1=NC(=C)C=C1)c1cc2c([nH]1)cccc2,C19H17N3O,303.36,23,14,0.11,4,2,2,97.53,53.17,2.22,3.06,3.86,1.7,5.49,3.27,-3.84,0.0444,0.000146,Soluble,-3.84,0.0435,0.000144,Soluble,-6.59,7.780000000000001e-05,2.56e-07,Poorly soluble,High,Yes,No,Yes,Yes,No,Yes,Yes,-5.98,0,0,0,0,0,0.55,0,0,0,3.51
Molecule 1,O=C(C1CCCC1)Nc1nc(Oc2ccc(cc2)C(=N)N)cc(n1)C,C18H21N5O2,339.39,25,12,0.33,6,5,3,96.2,113.98,2.31,2.48,2.8,1.78,2.3,2.33,-3.47,0.116,0.000342,Soluble,-4.52,0.0103,3.03e-05,Moderately soluble,-5.16,0.00236,6.97e-06,Moderately soluble,High,No,Yes,No,No,No,No,No,-6.61,0,0,0,0,0,0.55,0,2,0,3.0
Molecule 2,COC(=O)c1ccc(cc1)c1n[nH]c2c1Cc1c2ccc(c1)NC(=O)C,C20H17N3O3,347.37,26,17,0.15,5,4,2,98.06,84.08,2.32,2.57,3.2,2.32,4.04,2.89,-3.77,0.0595,0.000171,Soluble,-3.98,0.0361,0.000104,Soluble,-6.97,3.74e-05,1.08e-07,Poorly soluble,High,No,Yes,Yes,Yes,Yes,No,Yes,-6.59,0,0,0,0,0,0.55,0,0,0,2.87
