Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 81,CC(N(C(C)C)CC[C@@](c1ccccn1)(c1ccccc1)C(=O)N)C,C21H29N3O,339.47,25,12,0.43,8,3,1,102.64,59.22,3.22,2.58,3.36,2.29,3.53,3.0,-3.4,0.136,0.000401,Soluble,-3.47,0.114,0.000337,Soluble,-5.94,0.000391,1.15e-06,Moderately soluble,High,Yes,No,No,No,No,Yes,Yes,-6.54,0,0,0,0,0,0.55,0,0,1,3.39
Molecule 82,OP(=O)(C(P(=O)(O)O)(Cc1cccnc1)O)O,C7H11NO7P2,283.11,17,6,0.29,4,8,5,57.18,167.8,-1.51,-3.15,-0.37,-2.48,-2.67,-2.04,0.39,698.0,2.47,Highly soluble,0.19,442.0,1.56,Highly soluble,0.36,655.0,2.31,Soluble,Low,No,No,No,No,No,No,No,-10.26,0,0,1,1,2,0.55,0,1,0,3.04
Molecule 83,CCCCCCCCCCCCOS(=O)(=O)O,C12H26O4S,266.4,17,0,1.0,12,4,1,71.42,71.98,2.88,4.74,4.81,2.53,2.52,3.5,-3.69,0.0549,0.000206,Soluble,-5.98,0.000278,1.04e-06,Moderately soluble,-3.81,0.0411,0.000154,Soluble,High,No,No,No,No,Yes,No,No,-4.56,0,0,1,0,0,0.56,0,1,2,3.13
Molecule 84,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1ncccn1,C21H31N5O2,385.5,28,6,0.71,6,5,0,118.7,69.64,3.44,2.63,0.95,1.9,2.2,2.22,-3.65,0.0864,0.00022400000000000002,Soluble,-3.74,0.0697,0.000181,Soluble,-4.59,0.00998,2.59e-05,Moderately soluble,High,No,Yes,No,No,No,Yes,Yes,-6.78,0,0,0,0,0,0.55,0,1,1,3.46
Molecule 85,CCCN[C@@H](C(=O)Nc1c(C)csc1C(=O)OC)C,C13H20N2O3S,284.37,19,5,0.54,8,4,2,76.91,95.67,2.79,2.78,1.98,1.08,3.06,2.34,-3.02,0.271,0.0009519999999999999,Soluble,-4.45,0.0102,3.59e-05,Moderately soluble,-3.81,0.0439,0.000155,Soluble,High,No,No,Yes,No,No,No,No,-6.06,0,0,0,0,0,0.55,0,0,1,3.47
Molecule 86,O[C@H](c1cc(O)cc(c1)O)CNC(C)C,C11H17NO3,211.26,15,6,0.45,4,4,4,58.65,72.72,1.93,0.72,0.8,0.66,1.0,1.02,-1.64,4.89,0.0232,Very soluble,-1.83,3.16,0.0149,Very soluble,-2.01,2.08,0.00984,Soluble,High,No,No,No,No,No,No,No,-7.08,0,0,0,0,0,0.55,0,0,1,2.03
Molecule 87,CC(Cc1ccc(cc1)[C@@H](C(=O)O)C)C,C13H18O2,206.28,15,6,0.46,4,2,1,62.18,37.3,2.2,3.5,3.07,3.13,3.15,3.01,-3.36,0.0909,0.00044100000000000004,Soluble,-3.97,0.0223,0.00010800000000000001,Soluble,-3.44,0.0749,0.000363,Soluble,High,Yes,No,No,No,No,No,No,-5.07,0,0,0,0,0,0.56,0,0,1,1.92
Molecule 88,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@@H]([C@]2(C[C@@H]1N1CCCCC1)C)CC[C@]1([C@H]3C[C@@H]([C@@H]1OC(=O)C)[N+]1(C)CCCCC1)C,C34H57N2O4,557.83,40,0,0.94,6,5,0,169.6,55.84,1.73,6.53,5.2,1.2,4.32,3.8,-7.02,5.3700000000000004e-05,9.630000000000001e-08,Poorly soluble,-7.5,1.76e-05,3.16e-08,Poorly soluble,-5.96,0.000607,1.09e-06,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-5.07,1,3,0,0,1,0.55,0,2,2,6.05
Molecule 89,ClCC(=O)[C@@]1(O)[C@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)Cl,C22H28Cl2O4,427.36,28,0,0.73,2,4,2,110.34,74.6,2.67,2.73,3.41,2.77,3.92,3.1,-4.08,0.0357,8.36e-05,Moderately soluble,-3.95,0.0479,0.00011200000000000001,Soluble,-4.29,0.0217,5.08e-05,Moderately soluble,High,Yes,Yes,No,No,No,No,Yes,-6.97,0,0,0,0,0,0.55,0,1,1,5.52
Molecule 90,O=C1Nc2c(C1)cc(c(c2)Cl)CCN1CCN(CC1)c1nsc2c1cccc2,C21H21ClN4OS,412.94,28,15,0.33,4,3,1,125.48,76.71,3.5,4.02,2.48,3.27,4.85,3.62,-5.07,0.00355,8.61e-06,Moderately soluble,-5.33,0.0019199999999999998,4.64e-06,Moderately soluble,-7.1,3.3100000000000005e-05,8.019999999999999e-08,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.96,0,0,0,0,0,0.55,0,0,2,3.17
Molecule 91,ClC(=C[C@H]1[C@@H](C1(C)C)C(=O)OCc1cccc(c1)Oc1ccccc1)Cl,C21H20Cl2O3,391.29,26,12,0.29,7,3,0,104.41,35.53,4.42,6.5,5.96,4.43,5.57,5.38,-6.24,0.000225,5.75e-07,Poorly soluble,-7.04,3.5499999999999996e-05,9.07e-08,Poorly soluble,-7.13,2.8899999999999998e-05,7.38e-08,Poorly soluble,High,No,No,Yes,Yes,Yes,Yes,Yes,-4.07,1,1,0,1,1,0.55,0,0,2,3.73
Molecule 92,CCC[C@H]1O[C@H]2[C@](O1)(C(=O)CO)[C@@]1([C@@H](C2)[C@@H]2CCC3=CC(=O)C=C[C@@]3([C@H]2[C@H](C1)O)C)C,C25H34O6,430.53,31,0,0.76,4,6,2,115.18,93.06,3.69,2.55,2.72,1.74,2.91,2.72,-3.85,0.0606,0.00014099999999999998,Soluble,-4.15,0.0304,7.049999999999999e-05,Moderately soluble,-3.17,0.29,0.0006730000000000001,Soluble,High,No,Yes,No,No,No,No,No,-7.12,0,0,0,0,0,0.55,0,0,1,6.09
Molecule 93,OCC(=O)[C@@]12OC(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@H]2[C@H]1C[C@@H](C1=CC(=O)C=C[C@]21C)F)(C)C,C24H31FO6,434.5,31,0,0.75,2,7,2,110.46,93.06,3.09,2.51,2.69,1.64,2.63,2.51,-3.98,0.0452,0.00010400000000000001,Soluble,-4.11,0.0337,7.759999999999999e-05,Moderately soluble,-3.01,0.42100000000000004,0.000968,Soluble,High,No,Yes,No,No,No,No,No,-7.17,0,0,0,0,0,0.55,0,0,1,5.94
Molecule 94,CN(CC[C@H](c1ccccn1)c1ccc(cc1)Br)C,C16H19BrN2,319.24,19,12,0.31,5,2,0,83.51,16.13,3.22,3.45,3.93,3.16,4.04,3.56,-4.13,0.0237,7.41e-05,Moderately soluble,-3.47,0.10800000000000001,0.000339,Soluble,-6.34,0.000145,4.55e-07,Poorly soluble,High,Yes,No,No,No,No,Yes,No,-5.8,0,0,0,0,0,0.55,0,0,0,2.77
Molecule 95,NS(=O)(=O)Cc1noc2c1cccc2,C8H8N2O3S,212.23,14,9,0.12,2,5,1,50.65,94.57,0.25,0.24,1.55,-0.46,0.28,0.37,-1.65,4.74,0.0224,Very soluble,-1.79,3.47,0.0164,Very soluble,-2.89,0.272,0.00128,Soluble,High,No,No,No,No,No,No,No,-7.42,0,0,0,0,0,0.55,0,0,1,2.72
Molecule 96,Fc1ccc(cc1)C(c1ccc(cc1)F)CCCN1CCC(CC1)n1c(O)nc2c1cccc2,C28H29F2N3O,461.55,34,21,0.32,7,5,1,135.06,41.29,4.27,6.24,6.73,5.38,5.7,5.66,-6.63,0.000109,2.3600000000000002e-07,Poorly soluble,-6.89,5.9e-05,1.28e-07,Poorly soluble,-8.72,8.729999999999999e-07,1.89e-09,Poorly soluble,High,No,Yes,No,No,No,Yes,Yes,-4.69,1,2,0,1,1,0.55,0,0,2,3.97
Molecule 97,O[C@H]([C@@H]1CCc2c(O1)ccc(c2)F)CNC[C@H]([C@@H]1CCc2c(O1)ccc(c2)F)O,C22H25F2NO4,405.44,29,12,0.45,6,7,3,103.34,70.95,3.78,4.04,3.2,2.64,4.14,3.56,-4.81,0.00629,1.55e-05,Moderately soluble,-5.23,0.00237,5.84e-06,Moderately soluble,-5.88,0.000537,1.32e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-5.9,0,0,0,0,0,0.55,0,0,2,4.24
Molecule 98,CN1CCN(CC1)c1c(F)cc2c3c1OC[C@@H](n3cc(c2=O)C(=O)O)C,C18H20FN3O4,361.37,26,10,0.44,2,6,1,101.83,75.01,2.25,-0.39,1.2,0.98,1.47,1.1,-1.99,3.72,0.0103,Very soluble,-0.72,68.6,0.19,Very soluble,-3.01,0.35600000000000004,0.000986,Soluble,High,No,Yes,No,No,No,No,No,-8.78,0,0,0,0,0,0.55,0,0,1,3.63
Molecule 99,FC(O[C@@H](C(F)(F)F)F)F,C3H2F6O,168.04,10,0,1.0,3,7,0,17.96,9.23,1.38,2.65,4.6,1.53,2.45,2.52,-2.35,0.745,0.00443,Soluble,-2.49,0.5379999999999999,0.0032,Soluble,-1.44,6.17,0.0367,Soluble,High,Yes,No,No,No,No,No,No,-5.44,0,2,0,0,3,0.55,0,0,1,2.07
Molecule 100,CC[C@H](n1ncn(c1=O)c1ccc(cc1)N1CCN(CC1)c1ccc(cc1)OC[C@H]1CO[C@](O1)(Cn1cncn1)c1ccc(cc1Cl)Cl)C,C35H38Cl2N8O4,705.63,49,28,0.37,11,7,0,194.53,104.7,5.31,5.66,4.71,4.21,3.7,4.72,-7.48,2.35e-05,3.33e-08,Poorly soluble,-7.62,1.6800000000000002e-05,2.3799999999999998e-08,Poorly soluble,-9.24,4.1e-07,5.81e-10,Poorly soluble,High,No,Yes,Yes,Yes,Yes,Yes,Yes,-6.59,3,3,1,0,2,0.17,2,0,3,5.77
Molecule 1,C[C@H]([C@@H]1[C@H]2CC(=C(N2C1=O)C(=O)O)SCCNC=N)O,C12H17N3O4S,299.35,20,0,0.58,7,5,4,79.02,139.02,0.88,-0.32,-0.56,0.28,-0.16,0.03,-1.03,27.8,0.0928,Very soluble,-2.14,2.18,0.00727,Soluble,-0.56,81.7,0.273,Soluble,Low,No,Yes,No,No,No,No,No,-8.35,0,1,0,1,0,0.56,0,2,0,4.51
Molecule 2,OCCN1C[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O,C8H17NO5,207.22,14,0,1.0,3,6,5,51.08,104.39,1.16,-2.57,-3.64,-2.47,-2.15,-1.94,0.69,1020.0,4.92,Highly soluble,0.92,1740.0,8.38,Highly soluble,1.97,19400.0,93.5,Soluble,Low,No,Yes,No,No,No,No,No,-9.39,0,1,0,0,1,0.55,0,0,1,3.17
Molecule 3,Oc1ccc2c(c1)Oc1c(C32OC(=O)c2c3cccc2)ccc(c1)O,C20H12O5,332.31,25,18,0.05,0,5,2,88.74,75.99,2.08,3.42,3.56,2.48,3.37,2.98,-4.59,0.00859,2.58e-05,Moderately soluble,-4.7,0.006690000000000001,2.01e-05,Moderately soluble,-6.16,0.00023199999999999997,6.979999999999999e-07,Poorly soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,Yes,-5.9,0,0,0,0,0,0.55,0,0,0,3.86
Molecule 4,CCCCC(=O)N([C@H](C(=O)O)C(C)C)Cc1ccc(cc1)c1ccccc1c1n[nH]nn1,C24H29N5O3,435.52,32,17,0.38,11,6,2,122.95,112.07,2.19,4.39,4.01,3.36,4.21,3.63,-4.97,0.00463,1.06e-05,Moderately soluble,-6.46,0.000151,3.47e-07,Poorly soluble,-6.95,4.88e-05,1.12e-07,Poorly soluble,High,No,No,No,Yes,Yes,No,Yes,-5.84,0,0,1,0,0,0.56,0,0,3,3.56
Molecule 5,CCOc1ccc2c(c1C(=O)N[C@@H]1C(=O)N3[C@@H]1SC([C@@H]3C(=O)O)(C)C)cccc2,C21H22N2O5S,414.47,29,10,0.38,6,5,2,114.08,121.24,2.39,2.87,2.1,2.25,2.15,2.35,-4.08,0.0347,8.37e-05,Moderately soluble,-5.08,0.0034799999999999996,8.41e-06,Moderately soluble,-4.68,0.00872,2.1e-05,Moderately soluble,High,No,Yes,No,Yes,Yes,Yes,Yes,-6.79,0,0,0,0,0,0.56,0,0,1,4.29
Molecule 6,OC[C@H]([C@H]([C@@H]1OC(=C[C@@H]([C@H]1NC(=O)C)NC(=N)N)C(=O)O)O)O,C12H20N4O7,332.31,23,0,0.58,8,8,8,75.65,198.22,0.07,-2.98,-3.58,-3.18,-3.12,-2.56,0.51,1060.0,3.2,Highly soluble,-0.62,79.4,0.239,Very soluble,1.64,14300.0,43.2,Soluble,Low,No,Yes,No,No,No,No,No,-10.44,2,1,1,1,3,0.17,0,2,1,4.84
Molecule 7,O=C1CC[C@@H]2[C@@]34[C@H]1Oc1c4c(C[C@H]2N(CC3)C)ccc1O,C17H19NO3,285.34,21,6,0.59,0,4,1,81.78,49.77,2.23,1.84,1.25,1.74,2.34,1.88,-2.98,0.299,0.00105,Soluble,-2.51,0.89,0.00312,Soluble,-3.23,0.168,0.000589,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.73,0,0,0,0,0,0.55,0,0,0,4.33
Molecule 8,Oc1ccc2c(c1)c(C)c(n2Cc1ccc(cc1)OCCN1CCCCCC1)c1ccc(cc1)O,C30H34N2O3,470.6,35,21,0.33,7,4,2,146.97,57.86,4.06,6.12,5.95,3.67,5.58,5.07,-6.6,0.00011899999999999999,2.5399999999999997e-07,Poorly soluble,-7.12,3.59e-05,7.64e-08,Poorly soluble,-8.54,1.35e-06,2.8800000000000004e-09,Poorly soluble,High,No,Yes,No,Yes,No,Yes,No,-4.83,0,2,0,1,1,0.55,0,0,2,3.48
Molecule 9,Nc1ccc2c(c1)nc1c(c2)ccc(c1)N,C13H11N3,209.25,16,14,0.0,0,1,2,68.06,64.93,1.44,1.83,2.57,1.79,2.01,1.93,-2.94,0.242,0.00115,Soluble,-2.81,0.321,0.0015400000000000001,Soluble,-4.67,0.004529999999999999,2.1600000000000003e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,Yes,-6.28,0,0,0,0,0,0.55,0,2,1,1.48
Molecule 10,CCCc1c2oc(cc(=O)c2cc2c1n(CC)c(cc2=O)C(=O)O)C(=O)O,C19H17NO7,371.34,27,14,0.26,5,7,2,98.82,126.81,1.57,2.22,2.48,0.52,3.02,1.96,-3.59,0.0944,0.000254,Soluble,-4.52,0.0113,3.0299999999999998e-05,Moderately soluble,-4.68,0.007790000000000001,2.1e-05,Moderately soluble,High,No,No,No,No,No,No,No,-6.99,0,0,0,0,0,0.56,0,1,1,3.25
Molecule 11,OC[C@H]1O[C@H](C[C@@H]1O)n1cnc2c1nc(Cl)nc2N,C10H12ClN5O3,285.69,19,9,0.5,2,6,3,66.52,119.31,1.15,0.02,-0.61,-0.57,-0.84,-0.17,-1.84,4.11,0.0144,Very soluble,-2.08,2.39,0.00837,Soluble,-1.01,28.2,0.0986,Soluble,High,No,No,No,No,No,No,No,-8.03,0,1,0,0,0,0.55,0,0,0,3.65
Molecule 12,CCCCC[C@@H](CC[C@H]1[C@H](O)C[C@H]2[C@@H]1Cc1cccc(c1C2)OCC(=O)O)O,C23H34O5,390.51,28,6,0.7,10,5,3,110.03,86.99,3.42,4.5,3.58,2.81,4.09,3.68,-4.59,0.00993,2.54e-05,Moderately soluble,-6.05,0.00035,8.96e-07,Poorly soluble,-4.58,0.0103,2.64e-05,Moderately soluble,High,No,No,No,No,No,Yes,No,-5.49,0,0,0,0,0,0.56,0,0,3,4.65
Molecule 13,C[C@H]([C@H]1C(=O)N2[C@@H]1[C@@H](C)C(=C2C(=O)O)S[C@@H]1CN[C@@H](C1)C(=O)N(C)C)O,C17H25N3O5S,383.46,26,0,0.71,6,6,3,104.37,135.48,1.82,-2.36,-1.07,0.37,-0.62,-0.37,-0.33,177.0,0.46299999999999997,Very soluble,0.05,433.0,1.13,Highly soluble,-0.47,129.0,0.337,Soluble,Low,No,No,No,No,No,No,No,-10.31,0,1,0,1,1,0.55,0,0,1,5.4
Molecule 14,CCCC[C@@](C/C=C/[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC(=O)OC)(O)C,C22H38O5,382.53,27,0,0.82,14,5,2,109.13,83.83,3.96,3.66,3.95,2.42,4.94,3.79,-3.59,0.0975,0.00025499999999999996,Soluble,-5.11,0.00297,7.77e-06,Moderately soluble,-4.29,0.0197,5.14e-05,Moderately soluble,High,No,Yes,No,No,No,Yes,No,-6.03,0,0,1,0,0,0.55,0,1,3,5.02
Molecule 15,CN(CC[C@@H](c1ccccn1)c1ccccc1)C,C16H20N2,240.34,18,12,0.31,5,2,0,75.81,16.13,2.9,2.76,3.17,2.53,3.37,2.94,-3.23,0.141,0.000586,Soluble,-2.75,0.423,0.00176,Soluble,-5.52,0.000731,3.04e-06,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-5.81,0,0,0,0,0,0.55,0,0,1,2.63
Molecule 16,COc1ccc2c3c1O[C@@H]1[C@@]3(CCN(C2)C)C=C[C@@H](C1)O,C17H21NO3,287.35,21,6,0.53,1,4,1,84.05,41.93,2.67,1.84,1.32,1.74,2.03,1.92,-2.93,0.341,0.00119,Soluble,-2.34,1.31,0.00456,Soluble,-2.96,0.317,0.0011,Soluble,High,Yes,Yes,No,No,No,Yes,No,-6.75,0,0,0,0,0,0.55,0,1,0,4.57
Molecule 17,NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(C1)CCc1ccc2c(c1)CCO2,C28H30N2O2,426.55,32,18,0.32,7,3,1,130.86,55.56,3.14,4.64,3.58,3.78,5.23,4.07,-5.36,0.00185,4.34e-06,Moderately soluble,-5.53,0.00125,2.93e-06,Moderately soluble,-8.28,2.22e-06,5.21e-09,Poorly soluble,High,Yes,Yes,No,No,Yes,Yes,Yes,-5.61,0,1,0,0,0,0.55,0,0,2,3.95
Molecule 18,O=C(Cc1csc(n1)N)Nc1ccc(cc1)CCNC[C@@H](c1ccccc1)O,C21H24N4O2S,396.51,28,17,0.24,10,4,4,113.16,128.51,2.52,2.09,2.27,1.39,3.9,2.43,-3.4,0.156,0.000394,Soluble,-4.42,0.0151,3.81e-05,Moderately soluble,-7.04,3.6200000000000006e-05,9.140000000000001e-08,Poorly soluble,High,No,Yes,No,Yes,No,Yes,Yes,-7.23,0,0,0,0,0,0.55,0,0,2,3.52
Molecule 19,O=C1CC[C@H](C(=O)N1)N1C(=O)c2c(C1=O)c(N)ccc2,C13H11N3O4,273.24,20,6,0.23,1,4,2,75.36,109.57,0.94,0.2,-1.08,0.74,0.3,0.22,-1.82,4.17,0.0153,Very soluble,-2.06,2.38,0.00872,Soluble,-2.69,0.5579999999999999,0.0020399999999999997,Soluble,High,No,No,No,No,No,No,No,-7.82,0,1,0,0,0,0.55,0,2,0,2.36
Molecule 20,O=C1CC[C@@H](C(=O)N1)N1Cc2c(C1=O)cccc2N,C13H13N3O3,259.26,19,6,0.31,1,3,2,74.93,92.5,1.06,-0.5,-0.88,0.54,0.61,0.17,-1.3,13.0,0.0501,Very soluble,-0.97,27.5,0.106,Very soluble,-2.81,0.406,0.00157,Soluble,High,No,No,No,No,No,No,No,-8.24,0,1,0,0,0,0.55,0,2,0,2.33
Molecule 21,CCC(=O)O[C@@]1([C@@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F)C(=O)CCl,C25H32ClFO5,466.97,32,0,0.72,5,6,1,120.13,80.67,3.16,3.83,4.52,3.18,4.61,3.86,-4.82,0.0071,1.52e-05,Moderately soluble,-5.22,0.00282,6.03e-06,Moderately soluble,-4.97,0.00496,1.06e-05,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-6.43,0,0,0,0,0,0.55,0,1,2,5.65
Molecule 22,CCN(C(=O)[C@@H](c1ccccc1)CO)Cc1ccncc1,C17H20N2O2,284.35,21,12,0.29,7,3,1,81.98,53.43,2.38,1.46,2.05,1.36,2.67,1.99,-2.48,0.934,0.00328,Soluble,-2.19,1.84,0.00648,Soluble,-4.9,0.0036,1.26e-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-7.0,0,0,0,0,0,0.55,0,0,0,2.42
Molecule 23,O[C@@H](COc1cccc2c1cc[nH]2)CNC(C)C,C14H20N2O2,248.32,18,9,0.43,6,3,3,72.79,57.28,2.45,1.75,1.91,0.91,2.53,1.91,-2.46,0.8690000000000001,0.0035,Soluble,-2.57,0.6679999999999999,0.0026899999999999997,Soluble,-4.19,0.0161,6.500000000000001e-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-6.57,0,0,0,0,0,0.55,0,0,1,2.51
Molecule 24,Clc1cccc(c1)C(=O)[C@H](NC(C)(C)C)C,C13H18ClNO,239.74,16,6,0.46,4,2,1,68.52,29.1,3.03,3.22,3.3,2.85,3.35,3.15,-3.37,0.10300000000000001,0.00042800000000000005,Soluble,-3.5,0.0752,0.000314,Soluble,-4.67,0.00517,2.1600000000000003e-05,Moderately soluble,High,Yes,No,Yes,No,No,Yes,No,-5.48,0,0,0,0,0,0.55,0,0,1,2.11
Molecule 25,C[C@@H](CCc1ccc(cc1)O)NCCc1ccc(c(c1)O)O,C18H23NO3,301.38,22,12,0.33,7,4,4,88.8,72.72,2.36,3.43,2.96,2.47,3.31,2.91,-3.81,0.0466,0.000154,Soluble,-4.64,0.006940000000000001,2.3e-05,Moderately soluble,-5.29,0.00156,5.19e-06,Moderately soluble,High,Yes,Yes,No,No,No,Yes,Yes,-5.7,0,0,0,0,0,0.55,1,1,0,2.43
Molecule 26,OCCN1CCN(CC1)c1cc(nc(n1)C)Nc1ncc(s1)C(=O)Nc1c(C)cccc1Cl,C22H26ClN7O2S,488.01,33,17,0.36,8,6,3,138.63,134.75,3.37,3.59,2.36,1.35,3.33,2.8,-4.98,0.0051,1.05e-05,Moderately soluble,-6.11,0.00038199999999999996,7.83e-07,Poorly soluble,-6.88,6.459999999999998e-05,1.32e-07,Poorly soluble,High,No,No,No,Yes,Yes,Yes,Yes,-6.73,0,2,0,1,0,0.55,0,0,3,3.83
Molecule 27,COc1cc(cc(c1O)OC)[C@H]1[C@H]2C(=O)OC[C@@H]2[C@@H](c2c1cc1OCOc1c2)O[C@@H]1O[C@@H]2CO[C@H](O[C@H]2[C@@H]([C@H]1O)O)c1cccs1,C32H32O13S,656.65,46,17,0.47,6,13,3,156.66,189.07,2.69,1.24,2.1,0.51,2.56,1.82,-4.57,0.0177,2.6899999999999997e-05,Moderately soluble,-4.81,0.0102,1.55e-05,Moderately soluble,-4.49,0.0213,3.24e-05,Moderately soluble,Low,No,Yes,No,No,No,Yes,No,-9.43,2,3,1,1,4,0.17,0,0,1,6.48
Molecule 28,OCC(=O)[C@@]12OC(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@H]2[C@H]1CCC1=CC(=O)C=C[C@]21C)(C)C,C24H32O6,416.51,30,0,0.75,2,6,2,110.41,93.06,3.22,2.74,2.33,1.54,2.62,2.49,-4.02,0.0401,9.63e-05,Moderately soluble,-4.35,0.0187,4.48e-05,Moderately soluble,-2.98,0.434,0.0010400000000000001,Soluble,High,No,Yes,No,No,No,No,No,-6.9,0,0,0,0,0,0.55,0,0,1,5.88
Molecule 29,Fc1ccc2c(c1)onc2C1CCN(CC1)CCc1c(C)nc2n(c1=O)CCC[C@@H]2O,C23H27FN4O3,426.48,31,15,0.52,4,7,1,118.87,84.39,3.82,2.17,2.8,2.39,3.58,2.95,-3.95,0.0484,0.000113,Soluble,-3.58,0.113,0.000266,Soluble,-5.94,0.00049,1.15e-06,Moderately soluble,High,No,Yes,No,No,No,Yes,Yes,-7.36,0,0,0,0,0,0.55,0,0,1,4.6
Molecule 30,NC(=NC(=O)c1nc(Cl)c(nc1N)N)N,C6H8ClN7O,229.63,15,6,0.0,2,4,4,55.15,159.29,0.53,-0.7,-1.28,-1.41,-1.26,-0.82,-0.99,23.7,0.10300000000000001,Very soluble,-2.17,1.55,0.0067599999999999995,Soluble,-0.88,30.1,0.131,Soluble,Low,No,No,No,No,No,No,No,-8.2,0,1,1,1,1,0.55,0,2,1,2.88
Molecule 31,Fc1ccc(cc1)[C@@H]1CCNC[C@H]1COc1ccc2c(c1)OCO2,C19H20FNO3,329.37,24,12,0.37,4,5,1,92.08,39.72,3.51,3.51,3.37,3.1,3.99,3.5,-4.2,0.0208,6.32e-05,Moderately soluble,-4.03,0.0309,9.379999999999999e-05,Moderately soluble,-6.04,0.000298,9.04e-07,Poorly soluble,High,Yes,Yes,No,Yes,No,Yes,Yes,-5.82,0,0,0,0,0,0.55,0,0,1,3.52
Molecule 32,CCC(=C)C(=O)c1ccc(c(c1Cl)Cl)OCC(=O)O,C13H12Cl2O4,303.14,19,6,0.23,6,4,1,73.67,63.6,1.93,3.82,3.61,2.55,3.79,3.14,-3.96,0.033,0.000109,Soluble,-4.85,0.00427,1.4099999999999999e-05,Moderately soluble,-4.32,0.0144,4.7499999999999996e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-5.44,0,0,0,0,0,0.56,0,1,1,2.43
Molecule 33,CCC([C@@H]([C@H]1[C@H](NC(=N)N)C[C@@H]([C@H]1O)C(=O)O)NC(=O)C)CC,C15H28N4O4,328.41,23,0,0.8,9,5,6,87.14,148.53,0.56,0.4,-0.14,0.01,-0.43,0.08,-1.53,9.6,0.0292,Very soluble,-3.09,0.27,0.0008210000000000001,Soluble,-0.97,34.9,0.106,Soluble,Low,No,Yes,No,No,No,No,No,-8.02,1,0,1,1,1,0.55,0,2,1,4.19
Molecule 34,OC[C@@H]1O[C@@]([C@@H]([C@H]1O)O)(O)CO,C6H12O6,180.16,12,0,1.0,2,6,5,35.77,110.38,-0.54,-2.29,-3.22,-2.75,-1.84,-2.13,0.62,747.0,4.15,Highly soluble,0.51,579.0,3.21,Highly soluble,2.04,19700.0,109.0,Soluble,Low,No,Yes,No,No,No,No,No,-9.02,0,2,0,0,2,0.55,0,0,1,3.74
Molecule 35,CC(=O)O[C@@H]1[C@H](OC(=O)C)[C@H](O[C@H]1n1ccc(=O)[nH]c1=O)COC(=O)C,C15H18N2O9,370.31,26,6,0.53,8,9,1,83.48,142.99,1.45,-0.48,-1.46,-0.28,-0.07,-0.17,-1.48,12.4,0.0334,Very soluble,-2.06,3.26,0.008790000000000001,Soluble,-1.15,26.2,0.0708,Soluble,Low,No,No,No,No,No,No,No,-8.9,1,1,1,1,0,0.55,0,1,2,4.42
Molecule 36,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@]2(F)[C@@H](O)C[C@]2([C@H]1CC[C@]2(C)O)C)C,C20H29FO3,336.44,24,0,0.85,0,4,2,91.45,57.53,2.71,2.13,3.75,3.05,3.55,3.04,-3.27,0.182,0.00054,Soluble,-2.97,0.361,0.00107,Soluble,-3.76,0.0587,0.000175,Soluble,High,Yes,Yes,No,No,No,No,No,-6.84,0,0,0,0,0,0.55,0,0,0,5.09
