Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility
Molecule 27,ClCC(=O)[C@@]1(O)[C@@H](C)C[C@@H]2[C@]1(C)C[C@H](O)[C@]1([C@H]2CCC2=CC(=O)C=C[C@]12C)F,C22H28ClFO4,410.91,28,0,0.73,2,5,2,105.59,74.6,2.56,2.48,3.56,2.67,3.7,2.99,-3.82,0.0625,0.000152,Soluble,-3.69,0.0836,0.000204,Soluble,-3.97,0.0438,0.00010700000000000001,Soluble,High,Yes,Yes,No,No,No,No,Yes,-7.05,0,0,0,0,0,0.55,0,1,1,5.39
Molecule 28,OC(=O)CCC(=O)O,C4H6O4,118.09,8,0,0.5,3,4,2,24.89,74.6,0.32,-0.59,-0.06,-0.54,-0.63,-0.3,-0.0,117.0,0.9940000000000001,Very soluble,-0.51,36.9,0.312,Very soluble,0.61,486.0,4.11,Soluble,High,No,No,No,No,No,No,No,-7.44,0,3,0,0,2,0.56,0,0,1,1.29
Molecule 29,Oc1ccc2c(c1)cccc2,C10H8O,144.17,11,10,0.0,0,1,1,45.97,20.23,1.67,2.7,2.55,2.54,2.54,2.4,-3.11,0.113,0.000781,Soluble,-2.78,0.24,0.0016699999999999998,Soluble,-3.47,0.0484,0.000336,Soluble,High,Yes,No,Yes,No,No,No,No,-5.26,0,2,0,0,2,0.55,0,0,1,1.0
Molecule 30,OC(=O)[C@H](Cc1c[nH]c2c1cc(O)cc2)N,C11H12N2O3,220.22,16,9,0.18,3,4,4,59.38,99.34,0.65,-1.17,0.83,-2.22,1.05,-0.17,-0.69,45.3,0.20600000000000002,Very soluble,-0.42,83.1,0.377,Very soluble,-2.18,1.44,0.00655,Soluble,High,No,No,No,No,No,No,No,-8.47,0,0,0,0,0,0.55,0,0,1,2.13
Molecule 31,O=C1N=C(N(C1)C)N,C4H7N3O,113.12,8,0,0.5,0,2,1,35.96,58.69,0.46,-1.76,-1.99,-0.53,-0.03,-0.77,0.57,418.0,3.69,Highly soluble,1.04,1250.0,11.0,Highly soluble,0.06,130.0,1.15,Soluble,Low,No,No,No,No,No,No,No,-8.24,0,4,0,0,2,0.55,0,0,1,2.74
Molecule 32,N[C@H](C(=O)O)CCCCNCN/C(=C/1\C(=O)[C@@H](N(C)C)[C@H]2[C@](C1=O)(O)C(=O)C1=C(O)c3c(C[C@@H]1[C@@]2(C)O)cccc3O)/O,C29H38N4O10,602.63,43,6,0.52,10,13,9,151.97,242.98,1.93,-1.14,-0.91,-4.73,-0.45,-1.06,-2.3,3.01,0.005,Soluble,-3.47,0.204,0.000338,Soluble,-3.19,0.39299999999999996,0.0006519999999999999,Soluble,Low,No,Yes,No,No,No,No,No,-10.79,3,4,1,1,4,0.11,0,5,2,6.21
Molecule 33,CN([C@@H]1C(=C(C(=O)N)C(=O)[C@]2([C@@H]1C[C@@H]1C(=C2O)C(=O)c2c([C@]1(C)O)cccc2O)O)O)C,C22H24N2O8,444.43,32,6,0.41,2,9,6,110.22,181.62,1.13,-1.3,-0.32,-2.08,-0.59,-0.63,-1.78,7.32,0.0165,Very soluble,-2.02,4.28,0.00963,Soluble,-1.82,6.68,0.015,Soluble,Low,No,No,No,No,No,No,No,-9.93,1,0,1,1,2,0.11,0,1,1,5.04
Molecule 34,O=C([C@@H]1N2C(=O)[C@H]([C@H]2SC1(C)C)/N=C/N1CCCCCC1)OCOC(=O)C(C)(C)C,C21H33N3O5S,439.57,30,0,0.81,8,6,0,124.17,113.81,4.09,3.1,1.65,2.92,2.41,2.83,-3.99,0.0449,0.000102,Soluble,-5.16,0.00305,6.95e-06,Moderately soluble,-2.65,0.995,0.0022600000000000003,Soluble,High,No,No,No,Yes,No,No,Yes,-6.78,0,0,0,0,0,0.55,0,4,2,5.25
Molecule 35,Oc1ccc(cc1)[C@H](C(=O)N[C@@H]1C(=O)N2[C@@H]1SCC(=C2C(=O)O)CSc1nnnn1C)NC(=O)c1c[nH]c(cc1=O)C,C25H24N8O7S2,612.64,42,17,0.28,11,10,5,153.35,263.1,1.57,1.15,-0.79,0.11,0.13,0.44,-3.94,0.0709,0.00011599999999999999,Soluble,-6.27,0.00032900000000000003,5.37e-07,Poorly soluble,-4.56,0.0169,2.7600000000000014e-05,Moderately soluble,Low,No,Yes,No,No,No,No,Yes,-9.22,2,3,2,1,2,0.11,0,0,2,5.3
Molecule 36,CCCc1nc(c(n1Cc1ccc(cc1)c1ccccc1c1n[nH]nn1)C(=O)OCc1oc(=O)oc1C)C(O)(C)C,C29H30N6O6,558.59,41,27,0.31,11,10,2,148.32,162.16,2.07,3.82,3.91,2.44,5.19,3.49,-5.47,0.0018899999999999998,3.38e-06,Moderately soluble,-6.92,6.709999999999999e-05,1.2e-07,Poorly soluble,-9.41,2.19e-07,3.9300000000000004e-10,Poorly soluble,Low,No,Yes,Yes,Yes,Yes,No,No,-7.0,2,3,2,1,1,0.11,0,0,3,4.54
Molecule 37,NC[C@@H](c1ccc(cc1)O)O,C8H11NO2,153.18,11,6,0.25,2,3,3,42.11,66.48,1.0,-0.9,0.06,0.33,0.49,0.2,-0.49,49.1,0.32,Very soluble,-0.01,149.0,0.97,Very soluble,-1.32,7.25,0.0473,Soluble,High,No,No,No,No,No,No,No,-7.87,0,1,0,0,1,0.55,0,0,1,1.35
Molecule 38,CNC[C@@H](c1ccc(cc1)O)O,C9H13NO2,167.21,12,6,0.33,3,3,3,47.01,52.49,1.52,-0.62,0.32,0.65,0.91,0.55,-0.66,36.7,0.22,Very soluble,-0.01,163.0,0.977,Very soluble,-2.13,1.23,0.0073799999999999985,Soluble,High,No,No,No,No,No,No,No,-7.76,0,0,0,0,1,0.55,0,0,1,1.48
Molecule 39,NCCc1ccc(cc1)O,C8H11NO,137.18,10,6,0.25,2,2,2,40.95,46.25,1.36,1.1,0.89,1.21,1.28,1.17,-1.7,2.77,0.0202,Very soluble,-1.66,2.97,0.0217,Very soluble,-2.24,0.784,0.00571,Soluble,High,Yes,No,No,No,No,No,No,-6.36,0,1,0,0,1,0.55,0,0,1,1.0
Molecule 40,Nc1nc(NC2CC2)nc(n1)N,C6H10N6,166.18,12,6,0.5,2,3,3,45.44,102.74,1.28,-0.21,-0.63,-0.67,-0.79,-0.2,-0.98,17.6,0.106,Very soluble,-1.49,5.37,0.0323,Very soluble,-1.21,10.3,0.0622,Soluble,High,No,No,No,No,No,No,No,-7.46,0,1,0,0,1,0.55,0,0,1,1.87
Molecule 41,OC[C@H]1O[C@@H](O)[C@@H]([C@H]([C@@H]1O)O)NC(=O)C,C8H15NO6,221.21,15,0,0.88,3,6,5,47.19,119.25,0.2,-1.16,-3.08,-2.61,-2.27,-1.78,-0.28,115.0,0.522,Very soluble,-0.85,31.1,0.141,Very soluble,1.64,9720.0,44.0,Soluble,Low,No,Yes,No,No,No,No,No,-8.47,0,1,0,0,0,0.55,0,0,1,3.79
Molecule 42,Clc1sc2c(c1)CN(CC2)Cc1ccccc1Cl,C14H13Cl2NS,298.23,18,11,0.29,2,1,0,83.07,31.48,3.28,4.59,3.93,4.03,5.64,4.29,-4.9,0.00375,1.26e-05,Moderately soluble,-4.98,0.00316,1.06e-05,Moderately soluble,-5.98,0.000314,1.05e-06,Moderately soluble,High,Yes,Yes,Yes,Yes,Yes,Yes,No,-4.86,0,0,0,0,0,0.55,0,0,1,2.76
Molecule 43,OC[C@@H]1NC[C@@H]([C@@H]([C@H]1O)O)O,C6H13NO4,163.17,11,0,1.0,1,5,5,40.21,92.95,0.77,-1.8,-3.35,-2.35,-1.76,-1.7,0.35,364.0,2.23,Highly soluble,0.36,378.0,2.32,Highly soluble,1.51,5240.0,32.1,Soluble,Low,No,No,No,No,No,No,No,-8.57,0,1,0,0,1,0.55,0,0,1,2.95
Molecule 44,C=Cc1c2=Cc3[nH]c(c(c3C)CCC(=O)O)C=c3[nH]c(=Cc4[nH]c(C=c(c1C)[nH]2)c(C=C)c4C)c(c3CCC(=O)O)C,C34H36N4O4,564.67,42,20,0.24,8,4,6,168.69,137.76,3.74,4.99,2.96,2.09,8.98,4.55,-6.31,0.000277,4.91e-07,Poorly soluble,-7.62,1.3500000000000001e-05,2.3900000000000002e-08,Poorly soluble,-9.52,1.73e-07,3.05e-10,Poorly soluble,Low,No,No,Yes,No,No,No,Yes,-6.2,2,3,0,1,1,0.56,0,0,3,6.97
Molecule 45,OC(=O)Cc1cc(c(n1C)C(=O)c1ccc(cc1)Cl)C,C15H14ClNO3,291.73,20,11,0.2,4,3,1,77.09,59.3,1.96,2.83,2.85,1.76,3.28,2.54,-3.57,0.0777,0.000266,Soluble,-3.73,0.0539,0.000185,Soluble,-4.41,0.0113,3.8900000000000004e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-6.07,0,0,0,0,0,0.56,0,0,0,2.43
Molecule 46,O=C1CN=C(c2c(N1)ccc(c2)Br)c1ccccn1,C14H10BrN3O,316.15,19,12,0.07,1,3,1,83.53,54.35,2.0,2.05,1.68,1.46,3.69,2.18,-3.49,0.102,0.000321,Soluble,-2.82,0.479,0.00151,Soluble,-6.18,0.00020899999999999998,6.620000000000001e-07,Poorly soluble,High,Yes,No,Yes,No,No,No,Yes,-6.77,0,0,0,0,0,0.55,0,0,0,2.9
Molecule 47,CC(=O)O[C@H]1CN2CCC1CC2,C9H15NO2,169.22,12,0,0.89,2,3,0,49.24,29.54,1.93,0.74,0.26,1.0,0.85,0.96,-1.22,10.1,0.0598,Very soluble,-0.94,19.5,0.115,Very soluble,-0.76,29.1,0.172,Soluble,High,No,No,No,No,No,No,No,-6.81,0,0,0,0,1,0.55,0,0,1,3.27
Molecule 48,CCOC(=O)C(Oc1ccc(cc1)Cl)(C)C,C12H15ClO3,242.7,16,6,0.42,5,3,0,63.3,35.53,2.99,3.26,3.06,2.79,3.01,3.02,-3.35,0.109,0.00045099999999999996,Soluble,-3.68,0.0507,0.00020899999999999998,Soluble,-4.06,0.0209,8.63e-05,Moderately soluble,High,Yes,No,Yes,Yes,No,No,No,-5.47,0,0,0,0,0,0.55,0,0,1,2.09
Molecule 49,CCOc1ccc2c(c1)sc(n2)S(=O)(=O)N,C9H10N2O3S2,258.32,16,9,0.22,3,5,1,61.91,118.9,1.17,2.01,2.42,-0.15,1.54,1.4,-2.93,0.306,0.00119,Soluble,-4.13,0.019,7.35e-05,Moderately soluble,-3.07,0.21899999999999997,0.0008470000000000001,Soluble,High,No,No,No,Yes,No,No,No,-6.45,0,0,0,0,0,0.55,0,0,0,2.72
Molecule 50,CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(=O)C)C,C19H22N2OS,326.46,23,12,0.32,5,2,0,100.26,48.85,3.42,4.25,4.06,3.35,3.75,3.77,-4.6,0.00825,2.5300000000000002e-05,Moderately soluble,-4.99,0.00336,1.0300000000000001e-05,Moderately soluble,-5.99,0.000333,1.02e-06,Moderately soluble,High,Yes,No,Yes,Yes,Yes,Yes,Yes,-5.27,0,0,0,0,0,0.55,0,0,1,3.11
Molecule 51,O[C@@H](c1cc(Cl)c(c(c1)Cl)N)CNC(C)(C)C,C12H18Cl2N2O,277.19,17,6,0.5,4,2,3,73.87,58.28,2.87,2.2,2.68,2.6,2.78,2.63,-2.94,0.317,0.00114,Soluble,-3.06,0.243,0.000875,Soluble,-4.41,0.0108,3.9e-05,Moderately soluble,High,Yes,Yes,Yes,No,No,Yes,No,-6.43,0,0,0,0,0,0.55,0,1,0,2.32
Molecule 52,CCn1cc(C(=O)O)c(=O)c2c1nc(C)cc2,C12H12N2O3,232.24,17,10,0.25,2,4,1,64.0,72.19,1.54,1.41,1.42,0.83,1.68,1.38,-2.47,0.784,0.0033799999999999998,Soluble,-2.53,0.685,0.00295,Soluble,-2.97,0.248,0.00107,Soluble,High,No,No,No,No,No,No,No,-6.72,0,0,0,0,0,0.56,0,0,1,1.94
Molecule 53,Clc1ccc(cc1)[C@H](c1ccccc1)OCCN1CCCCC1,C20H24ClNO,329.86,23,12,0.4,6,2,0,100.34,12.47,3.97,4.78,4.23,3.96,5.06,4.4,-4.89,0.00428,1.3000000000000001e-05,Moderately soluble,-4.77,0.00556,1.6899999999999994e-05,Moderately soluble,-6.83,4.92e-05,1.49e-07,Poorly soluble,High,Yes,No,No,No,No,Yes,Yes,-4.92,0,0,0,0,0,0.55,0,0,1,2.9
Molecule 54,C[C@@H](Cc1ccc(cc1)O)NC[C@H](c1cc(O)cc(c1)O)O,C17H21NO4,303.35,22,12,0.29,6,5,5,85.16,92.95,2.14,1.96,1.73,1.41,2.15,1.88,-2.96,0.33,0.00109,Soluble,-3.54,0.0881,0.00029,Soluble,-3.95,0.0342,0.000113,Soluble,High,No,Yes,No,No,No,Yes,Yes,-6.76,0,0,0,0,0,0.55,0,0,0,2.78
Molecule 55,COc1ccc(c(c1)[C@@H]([C@@H](N)C)O)OC,C11H17NO3,211.26,15,6,0.45,4,4,2,57.88,64.71,1.93,0.51,0.76,0.66,1.23,1.02,-1.5,6.63,0.0314,Very soluble,-1.44,7.68,0.0364,Very soluble,-2.21,1.3,0.00617,Soluble,High,No,No,No,No,No,No,No,-7.23,0,0,0,0,0,0.55,0,0,1,2.65
Molecule 56,Nc1ccc(cc1)S(=O)(=O)Nc1nc(C)cc(n1)C,C12H14N4O2S,278.33,19,12,0.17,3,4,2,73.48,106.35,1.62,0.28,2.37,-0.02,0.69,0.99,-2.01,2.71,0.00974,Soluble,-2.08,2.34,0.008409999999999999,Soluble,-4.56,0.0076700000000000015,2.75e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.8,0,0,0,0,0,0.55,0,1,0,2.48
Molecule 57,O=C1NC(=O)[C@](C(=O)N1C)(C)C1=CCCCC1,C12H16N2O3,236.27,17,0,0.58,1,3,1,69.35,66.48,1.92,1.49,0.44,0.72,1.25,1.16,-2.18,1.57,0.006640000000000001,Soluble,-2.49,0.758,0.00321,Soluble,-2.23,1.38,0.00586,Soluble,High,No,No,No,No,No,No,No,-6.68,0,0,0,0,0,0.55,0,2,1,3.35
Molecule 58,OC(=O)[C@@H](c1ccc2c(c1)Cc1c(O2)nccc1)C,C15H13NO3,255.27,19,12,0.2,2,4,1,70.12,59.42,1.98,2.75,2.97,2.22,2.95,2.57,-3.49,0.0825,0.000323,Soluble,-3.65,0.0568,0.0002220000000000001,Soluble,-4.37,0.0109,4.29e-05,Moderately soluble,High,Yes,No,No,No,No,No,No,-5.9,0,0,0,0,0,0.56,0,0,0,3.22
Molecule 59,O=C1C=C[C@]2(C(=C1)[C@@H](F)C[C@@H]1[C@]2(F)[C@@H](O)C[C@]2([C@@H]1C[C@H]([C@]2(O)C(=O)O)C)C)C,C21H26F2O5,396.42,28,0,0.71,1,7,3,97.61,94.83,1.83,1.88,3.21,2.33,2.19,2.29,-3.42,0.152,0.000383,Soluble,-3.49,0.127,0.000321,Soluble,-2.44,1.45,0.00365,Soluble,High,No,Yes,No,No,No,No,Yes,-7.38,0,0,0,0,0,0.56,0,0,1,5.57
Molecule 60,CCCC[C@@H](COC(=O)C[C@@H](S(=O)(=O)O)C(=O)OC[C@H](CCCC)CC)CC,C20H38O7S,422.58,28,0,0.9,18,7,1,111.36,115.35,3.6,5.15,5.23,3.1,4.22,4.26,-4.52,0.0129,3.04e-05,Moderately soluble,-7.32,2.0300000000000002e-05,4.8099999999999994e-08,Poorly soluble,-4.66,0.009290000000000001,2.2e-05,Moderately soluble,Low,No,Yes,No,Yes,Yes,No,Yes,-5.22,0,0,1,0,2,0.56,0,2,3,5.31
Molecule 61,NC(=O)CC[C@@H](C(=O)O)NC(=O)C,C7H12N2O4,188.18,13,0,0.57,6,4,3,43.44,109.49,0.38,-1.4,-1.16,-1.14,-0.98,-0.86,0.27,351.0,1.87,Highly soluble,-0.4,75.3,0.4,Very soluble,-0.09,152.0,0.809,Soluble,High,No,No,No,No,No,No,No,-8.44,0,1,0,0,1,0.56,0,0,1,1.98
Molecule 62,O[C@](c1ccccc1)(C1CCCC1)CCN1CCCCC1,C19H29NO,287.44,21,6,0.68,5,2,1,92.72,23.47,3.58,3.95,3.45,3.5,3.99,3.69,-3.99,0.0293,0.000102,Soluble,-4.14,0.0207,7.190000000000001e-05,Moderately soluble,-4.56,0.00799,2.78e-05,Moderately soluble,High,Yes,No,No,No,No,Yes,No,-5.25,0,0,0,0,0,0.55,0,0,1,2.65
Molecule 63,O=C1NC(=O)[C@@](C(=O)N1C)(C)C1=CCCCC1,C12H16N2O3,236.27,17,0,0.58,1,3,1,69.35,66.48,1.86,1.49,0.44,0.72,1.25,1.15,-2.18,1.57,0.006640000000000001,Soluble,-2.49,0.758,0.00321,Soluble,-2.23,1.38,0.00586,Soluble,High,No,No,No,No,No,No,No,-6.68,0,0,0,0,0,0.55,0,2,1,3.35
Molecule 64,CCCC[C@@H](COC(=O)C[C@H](S(=O)(=O)O)C(=O)OC[C@H](CCCC)CC)CC,C20H38O7S,422.58,28,0,0.9,18,7,1,111.36,115.35,3.75,5.15,5.23,3.1,4.22,4.29,-4.52,0.0129,3.04e-05,Moderately soluble,-7.32,2.0300000000000002e-05,4.8099999999999994e-08,Poorly soluble,-4.66,0.009290000000000001,2.2e-05,Moderately soluble,Low,No,Yes,No,Yes,Yes,No,Yes,-5.22,0,0,1,0,2,0.56,0,2,3,5.31
Molecule 65,NC(=N)N/N=C/c1c(Cl)cccc1Cl,C8H8Cl2N4,231.08,14,6,0.0,3,2,3,59.02,74.26,1.11,1.95,1.81,2.22,1.99,1.82,-2.62,0.5539999999999999,0.0024,Soluble,-3.13,0.17,0.000734,Soluble,-3.52,0.0704,0.000305,Soluble,High,Yes,No,No,No,No,No,No,-6.33,0,0,0,0,0,0.55,0,2,1,2.57
Molecule 66,CCn1nc(C(=O)O)c(=O)c2c1cc1OCOc1c2,C12H10N2O5,262.22,19,10,0.25,2,6,1,65.09,90.65,1.7,2.11,0.84,0.3,1.13,1.21,-3.05,0.23199999999999998,0.000886,Soluble,-3.64,0.0595,0.000227,Soluble,-2.33,1.22,0.00466,Soluble,High,No,No,Yes,No,No,No,No,-6.4,0,0,0,0,0,0.56,0,0,0,2.52
Molecule 67,O=C1CC(=O)N=C(N1)O,C4H4N2O3,128.09,9,0,0.25,0,4,2,34.93,78.76,0.11,-0.84,-1.81,-1.05,0.36,-0.65,-0.1,101.0,0.785,Very soluble,-0.33,59.4,0.46399999999999997,Very soluble,-0.24,74.2,0.579,Soluble,High,No,No,No,No,No,No,No,-7.68,0,4,0,0,2,0.55,0,1,1,2.8
Molecule 68,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@@H]2CC[C@]2([C@H]1CC[C@]2(O)C(=O)C)C)C,C21H30O3,330.46,24,0,0.81,1,3,1,95.21,54.37,2.7,3.17,3.84,3.07,3.98,3.35,-3.82,0.05,0.000151,Soluble,-3.98,0.0344,0.00010400000000000001,Soluble,-4.02,0.0317,9.590000000000001e-05,Moderately soluble,High,Yes,Yes,No,No,No,No,No,-6.07,0,0,0,0,0,0.55,0,0,0,4.81
Molecule 69,CCCCCCCCCCCCCCCC(=O)O,C16H32O2,256.42,18,0,0.94,14,2,1,80.8,37.3,3.85,7.17,5.55,4.19,5.25,5.2,-5.02,0.00243,9.49e-06,Moderately soluble,-7.77,4.31e-06,1.6799999999999998e-08,Poorly soluble,-5.31,0.00125,4.88e-06,Moderately soluble,High,Yes,No,Yes,No,Yes,No,No,-2.77,1,0,1,0,1,0.56,0,0,2,2.31
Molecule 70,O=CN1[C@@H](CNc2ccc(cc2)C(=O)N[C@@H](C(=O)O)CCC(=O)O)CNc2c1c(=O)[nH]c(n2)N,C20H23N7O7,473.44,34,12,0.3,11,8,7,126.52,219.84,0.53,-1.24,-1.87,-0.89,-0.94,-0.88,-1.53,14.0,0.0296,Very soluble,-2.88,0.623,0.00131,Soluble,-3.29,0.243,0.0005139999999999999,Soluble,Low,No,No,No,No,No,No,No,-10.07,2,1,2,1,2,0.11,0,1,2,4.14
Molecule 71,O=CN1[C@H](CNc2ccc(cc2)C(=O)N[C@@H](C(=O)O)CCC(=O)O)CNc2c1c(=O)[nH]c(n2)N,C20H23N7O7,473.44,34,12,0.3,11,8,7,126.52,219.84,0.23,-1.24,-1.87,-0.89,-0.94,-0.94,-1.53,14.0,0.0296,Very soluble,-2.88,0.623,0.00131,Soluble,-3.29,0.243,0.0005139999999999999,Soluble,Low,No,No,No,No,No,No,No,-10.07,2,1,2,1,2,0.11,0,1,2,4.14
Molecule 72,CCOC(=O)[C@@H](N[C@H]1CCCN2N(C1=O)[C@@H](CCC2)C(=O)O)CCc1ccccc1,C22H31N3O5,417.5,30,6,0.59,9,7,2,118.97,99.18,2.38,0.55,0.83,1.79,1.3,1.37,-2.33,1.96,0.00469,Soluble,-2.2,2.61,0.00624,Soluble,-3.67,0.0901,0.00021600000000000002,Soluble,High,No,Yes,No,No,No,No,No,-8.46,0,0,0,0,0,0.55,0,0,2,4.52
Molecule 73,OC(=O)[C@]1(C)CCC[C@]2([C@H]1CCc1c2cc(c(c1)C(C)C)S(=O)(=O)O)C,C20H28O5S,380.5,26,6,0.65,3,5,2,101.24,100.05,2.69,3.55,5.23,3.61,3.27,3.67,-4.41,0.0149,3.91e-05,Moderately soluble,-5.34,0.00175,4.61e-06,Moderately soluble,-4.62,0.00909,2.3899999999999998e-05,Moderately soluble,High,No,Yes,No,Yes,No,No,Yes,-6.1,0,0,0,0,0,0.56,0,1,2,4.23
Molecule 74,CN(CCO[C@@H](c1ccc(cc1)Br)c1ccccc1)C,C17H20BrNO,334.25,20,12,0.29,6,2,0,86.8,12.47,3.6,3.96,3.79,3.78,4.13,3.85,-4.46,0.0117,3.510000000000001e-05,Moderately soluble,-3.92,0.04,0.00011999999999999999,Soluble,-6.45,0.00011999999999999999,3.579999999999999e-07,Poorly soluble,High,Yes,No,Yes,No,No,Yes,No,-5.53,0,0,0,0,0,0.55,0,0,1,2.83
Molecule 75,Clc1ccc(cc1)O[C@@H](C(=O)C(C)(C)C)n1cncc1,C15H17ClN2O2,292.76,20,11,0.33,5,3,0,78.49,44.12,2.59,3.69,3.4,2.1,2.82,2.92,-4.06,0.0257,8.77e-05,Moderately soluble,-4.31,0.0144,4.93e-05,Moderately soluble,-4.48,0.00963,3.2899999999999987e-05,Moderately soluble,High,Yes,No,Yes,Yes,Yes,No,No,-5.47,0,0,0,0,0,0.55,0,0,1,2.88
Molecule 76,CC(=O)Nc1ccccc1,C8H9NO,135.16,10,6,0.12,2,1,1,40.75,29.1,1.53,1.16,1.45,1.53,1.37,1.41,-1.72,2.57,0.019,Very soluble,-1.37,5.82,0.043,Very soluble,-2.75,0.239,0.0017699999999999999,Soluble,High,Yes,No,Yes,No,No,No,No,-6.3,0,2,0,0,1,0.55,0,0,1,1.0
Molecule 77,CCn1cc(C(=O)O)c(=O)c2c1cc(N1CCNCC1)c(c2)F,C16H18FN3O3,319.33,23,10,0.38,3,5,2,92.55,74.57,2.16,-1.03,0.93,1.04,1.82,0.98,-1.29,16.2,0.0507,Very soluble,-0.05,286.0,0.895,Very soluble,-3.7,0.0631,0.000198,Soluble,High,No,Yes,No,No,No,No,No,-8.98,0,0,0,0,0,0.55,0,0,0,2.46
Molecule 78,Nc1ccc(cc1)S(=O)(=O)Nc1ccnn1c1ccccc1,C15H14N4O2S,314.36,22,17,0.0,4,3,2,85.08,98.39,1.55,1.52,3.15,1.66,0.29,1.63,-3.05,0.27699999999999997,0.0008820000000000002,Soluble,-3.19,0.201,0.0006389999999999999,Soluble,-5.04,0.0028399999999999996,9.04e-06,Moderately soluble,High,No,No,No,No,No,No,No,-7.14,0,0,0,0,0,0.55,0,1,0,2.77
Molecule 79,O=C1C=C[C@]2(C(=C1)[C@@H](F)C[C@@H]1[C@]2(Cl)[C@@H](O)C[C@]2([C@H]1C[C@H]([C@@H]2C(=O)OCC(=O)C(C)(C)C)C)C)C,C27H36ClFO5,495.02,34,0,0.74,5,6,1,129.45,80.67,3.59,3.43,5.02,3.58,4.71,4.07,-4.74,0.009009999999999999,1.82e-05,Moderately soluble,-4.8,0.007759999999999999,1.57e-05,Moderately soluble,-4.91,0.00606,1.22e-05,Moderately soluble,High,No,Yes,No,No,No,No,Yes,-6.88,0,1,0,0,0,0.55,0,1,1,6.06
Molecule 80,O=C(c1cc(c(cc1O)Cl)S(=O)(=O)N)Nc1c(C)cccc1C,C15H15ClN2O4S,354.81,23,12,0.13,4,5,3,88.62,117.87,1.6,2.19,3.45,1.87,1.88,2.2,-3.54,0.102,0.00028700000000000004,Soluble,-4.3,0.0178,5.02e-05,Moderately soluble,-5.25,0.00198,5.57e-06,Moderately soluble,High,No,No,No,No,Yes,No,Yes,-6.91,0,0,0,0,0,0.55,0,0,1,2.37
Molecule 81,Nc1ccc(cc1)S(=O)(=O)/N=C(\O)/N,C7H9N3O3S,215.23,14,6,0.0,2,4,3,51.9,127.15,-0.12,-0.06,0.92,-0.05,-1.12,-0.09,-1.32,10.3,0.0477,Very soluble,-2.16,1.49,0.0069299999999999995,Soluble,-1.13,16.0,0.0741,Soluble,High,No,No,No,No,No,No,No,-7.66,0,0,0,0,0,0.55,0,3,1,2.59
Molecule 82,CC(=O)NS(=O)(=O)c1ccc(cc1)NC(=O)c1ccccc1C(=O)O,C16H14N2O6S,362.36,25,12,0.06,7,6,3,88.52,138.02,0.81,1.03,2.35,1.09,0.53,1.16,-2.63,0.852,0.00235,Soluble,-3.52,0.11,0.000303,Soluble,-4.55,0.0101,2.7899999999999997e-05,Moderately soluble,High,No,No,No,No,No,No,No,-7.78,0,0,0,1,0,0.56,0,0,1,2.33
Molecule 83,CN(CCCN1c2ccccc2Sc2c1cc(cc2)C(F)(F)F)C,C18H19F3N2S,352.42,24,12,0.33,5,4,0,95.07,31.78,3.52,5.54,6.03,4.69,4.37,4.83,-5.56,0.000981,2.78e-06,Moderately soluble,-5.97,0.00037999999999999997,1.08e-06,Moderately soluble,-6.53,0.000105,2.9899999999999996e-07,Poorly soluble,High,No,No,Yes,Yes,No,Yes,No,-4.52,1,1,0,1,1,0.55,0,0,2,3.18
Molecule 84,O=C(Nc1c(C)cccc1C)CN1CCCC1=O,C14H18N2O2,246.3,18,6,0.43,4,2,1,74.81,49.41,2.27,1.15,1.29,1.45,2.39,1.71,-2.07,2.08,0.00843,Soluble,-1.78,4.07,0.0165,Very soluble,-3.92,0.0298,0.000121,Soluble,High,Yes,No,No,No,No,No,No,-6.99,0,0,0,0,0,0.55,0,0,1,1.74
Molecule 85,CCN1CCC[C@@H]1CNC(=O)c1cc(ccc1OC)S(=O)(=O)N,C15H23N3O4S,341.43,23,6,0.53,7,6,2,90.46,110.11,1.5,0.57,1.26,0.13,0.35,0.76,-2.05,3.06,0.00897,Soluble,-2.45,1.2,0.00351,Soluble,-3.47,0.11599999999999999,0.000339,Soluble,High,No,Yes,No,No,No,No,No,-7.98,0,0,0,0,0,0.55,0,0,0,2.97
